,0,1,2,3
20,Greece,2020-05-12,3132.016977071762,"[[ -2.08275819]
 [ 65.54042816]
 [-53.96345901]
 [ 69.94535065]
 [ 40.44241333]
 [164.31893921]
 [ 95.62658691]
 [ 85.54550171]
 [ 46.6439743 ]]"
21,Guernsey,2020-05-12,265.4560019373894,"[[1.95029187]
 [0.94256371]
 [1.49157166]
 [1.41105938]
 [1.46124554]
 [1.55860066]
 [1.50819254]
 [1.58891749]
 [1.54355907]]"
22,Holy_See,2020-05-12,12.485471330583096,"[[-0.01798994]
 [ 0.27578896]
 [ 0.26003206]
 [ 0.19484237]
 [ 0.0986737 ]
 [ 0.12614758]
 [ 0.17128265]
 [ 0.200212  ]
 [ 0.17648195]]"
23,Hungary,2020-05-12,3799.811923980713,"[[ 89.26058197]
 [ 71.1783905 ]
 [ 59.55581284]
 [ 66.90573883]
 [ 73.73670959]
 [157.47116089]
 [ 88.47553253]
 [ 99.1702652 ]
 [ 96.05773163]]"
24,Iceland,2020-05-12,1799.338227301836,"[[ 0.77835339]
 [-0.00123219]
 [ 0.44473684]
 [-0.1332538 ]
 [ 0.16586949]
 [-0.14393212]
 [ 0.15046704]
 [-0.07487299]
 [ 0.15209164]]"
25,Ireland,2020-05-12,23933.65869140625,"[[271.15023804]
 [319.8789978 ]
 [284.49765015]
 [334.15539551]
 [282.35601807]
 [345.08926392]
 [283.22219849]
 [348.10943604]
 [289.19949341]]"
26,Isle_of_Man,2020-05-12,438.85316157341003,"[[ 3.63952851]
 [ 5.15340519]
 [10.10976791]
 [12.03173447]
 [26.20199776]
 [24.84710312]
 [21.64282417]
 [ 7.6449666 ]
 [ 7.58183384]]"
27,Italy,2020-05-12,223963.10302734375,"[[1792.44946289]
 [1783.00415039]
 [1723.97692871]
 [1663.65637207]
 [1627.52209473]
 [1577.60754395]
 [1530.61071777]
 [1489.95690918]
 [1446.31884766]]"
28,Jersey,2020-05-12,317.75001215934753,"[[2.90760875]
 [4.13522959]
 [1.93903875]
 [3.35023355]
 [3.13388443]
 [2.53261924]
 [3.12058282]
 [2.83556533]
 [2.7952497 ]]"
29,Kosovo,2020-05-12,926.7312250137329,"[[ 9.25006294]
 [10.45236301]
 [12.86437893]
 [14.30595875]
 [14.47132206]
 [12.26063061]
 [ 9.75696278]
 [ 9.38997269]
 [10.97957325]]"
30,Latvia,2020-05-12,990.4485054016113,"[[17.82611847]
 [10.82525158]
 [ 7.2391243 ]
 [19.28063774]
 [11.11384964]
 [10.18695164]
 [19.91603851]
 [ 8.60441399]
 [14.45611954]]"
31,Liechtenstein,2020-05-12,81.93524120748043,"[[-0.11957237]
 [-0.13044919]
 [-0.12689933]
 [-0.1150512 ]
 [-0.11270165]
 [-0.1132641 ]
 [-0.11529315]
 [-0.11582021]
 [-0.11570759]]"
32,Lithuania,2020-05-12,1537.1591558158398,"[[-47.32874298]
 [ 35.75630951]
 [ 23.99972725]
 [ 44.42424393]
 [ 23.99403572]
 [ 26.73151207]
 [ 11.08516312]
 [ 12.1051569 ]
 [  0.39175031]]"
33,Luxembourg,2020-05-12,4245.476129770279,"[[33.1928978 ]
 [ 1.61599183]
 [47.18336105]
 [48.50414658]
 [74.08460236]
 [56.57835007]
 [35.08119583]
 [82.4298172 ]
 [54.80576706]]"
34,Malta,2020-05-12,503.6622807979584,"[[2.07351208]
 [2.11056519]
 [2.13259721]
 [3.22956252]
 [3.66269469]
 [4.36741209]
 [5.43045282]
 [6.3096509 ]
 [7.3458333 ]]"
35,Moldova,2020-05-12,5072.40340423584,"[[103.98246002]
 [128.25460815]
 [141.90724182]
 [114.89141083]
 [ 92.33181   ]
 [ 78.86090851]
 [ 96.65924072]
 [125.02135468]
 [138.49436951]]"
36,Monaco,2020-05-12,95.3629871159792,"[[0.00136754]
 [0.00279975]
 [0.00528765]
 [0.00982809]
 [0.01733223]
 [0.03014567]
 [0.05209818]
 [0.0896699 ]
 [0.15445811]]"
37,Montenegro,2020-05-12,335.61313927173615,"[[1.17269981]
 [1.51952744]
 [1.87283957]
 [1.39983547]
 [1.61238766]
 [1.64522243]
 [1.42684853]
 [1.48247695]
 [1.48130143]]"
38,Netherlands,2020-05-12,44580.03469848633,"[[459.46405029]
 [481.66687012]
 [503.35043335]
 [518.44335938]
 [521.92388916]
 [471.67337036]
 [444.45162964]
 [459.91665649]
 [483.1444397 ]]"
39,North_Macedonia,2020-05-12,1691.825590133667,"[[18.39700508]
 [22.68067932]
 [25.01171494]
 [14.87632942]
 [18.0917778 ]
 [20.16269493]
 [27.44859886]
 [22.33423805]
 [16.82255173]]"
40,Norway,2020-05-12,9008.88777923584,"[[136.44573975]
 [195.63473511]
 [ 90.28759766]
 [ 96.10839081]
 [121.50994873]
 [123.79402161]
 [138.25344849]
 [166.37013245]
 [181.48376465]]"
41,Poland,2020-05-12,15831.355606079102,"[[257.58288574]
 [292.69293213]
 [282.24523926]
 [298.80822754]
 [264.92330933]
 [222.12025452]
 [267.91333008]
 [271.74472046]
 [298.32470703]]"
42,Portugal,2020-05-12,27295.515701293945,"[[ 84.79920197]
 [110.35334778]
 [ 80.25618744]
 [122.81954956]
 [277.87924194]
 [224.21221924]
 [453.71871948]
 [381.70785522]
 [369.76937866]]"
43,Romania,2020-05-12,15516.699081420898,"[[213.4997406 ]
 [246.45761108]
 [311.48101807]
 [358.14755249]
 [368.58712769]
 [388.15197754]
 [275.13809204]
 [326.63928223]
 [296.59667969]]"
44,Russia,2020-05-12,272333.029296875,"[[10103.7890625 ]
 [11463.63378906]
 [12839.265625  ]
 [14184.70703125]
 [15881.26464844]
 [17685.0234375 ]
 [19692.03710938]
 [21962.31835938]
 [24466.99023438]]"
45,San_Marino,2020-05-12,650.755777835846,"[[11.511549  ]
 [ 2.36727285]
 [ 8.29995823]
 [ 6.66833925]
 [ 8.12940884]
 [ 6.33295441]
 [10.41346645]
 [ 4.33122396]
 [12.70160484]]"
46,Serbia,2020-05-12,11693.127319335938,"[[267.80596924]
 [220.49845886]
 [231.02868652]
 [262.11224365]
 [251.95628357]
 [264.73876953]
 [272.66506958]
 [276.50418091]
 [283.81765747]]"
47,Slovakia,2020-05-12,1602.858365058899,"[[ 6.30166626]
 [ 8.20889759]
 [ 8.10585022]
 [12.26796532]
 [19.12025833]
 [31.21116447]
 [43.63594818]
 [34.1954155 ]
 [32.81119919]]"
48,Slovenia,2020-05-12,1565.3502283096313,"[[15.22083378]
 [14.30870914]
 [11.42125797]
 [12.16402531]
 [16.31313324]
 [15.76935482]
 [14.15194035]
 [13.1037302 ]
 [13.8972435 ]]"
49,Spain,2020-05-12,228097.1220703125,"[[1182.40222168]
 [1375.59082031]
 [1348.57873535]
 [1272.37121582]
 [1252.05603027]
 [1258.92443848]
 [1295.22668457]
 [1293.77380371]
 [1236.19812012]]"
50,Sweden,2020-05-12,26761.350555419922,"[[459.63308716]
 [615.21856689]
 [510.09942627]
 [646.84875488]
 [541.52600098]
 [542.36553955]
 [488.31811523]
 [454.42050171]
 [420.92056274]]"
51,Switzerland,2020-05-12,30770.24087524414,"[[115.34136963]
 [113.65962982]
 [115.15090942]
 [115.10612488]
 [115.60269928]
 [115.48342896]
 [115.42882538]
 [115.266716  ]
 [115.20117188]]"
52,Ukraine,2020-05-12,17943.868255615234,"[[1304.78417969]
 [1194.03308105]
 [ 269.36837769]
 [1030.05541992]
 [ 361.99401855]
 [ 624.16235352]
 [ 624.73571777]
 [ 607.23284912]
 [ 516.5022583 ]]"
53,United_Kingdom,2020-05-12,241270.42333984375,"[[5657.76416016]
 [6141.51855469]
 [5991.40136719]
 [6248.21435547]
 [6573.55273438]
 [6738.68408203]
 [6959.61132812]
 [7228.18945312]
 [7471.48730469]]"
