,0,1,2,3
40,Norway,2020-05-12,8382.0,"[[ 24.]
 [ 49.]
 [ 81.]
 [114.]
 [ 83.]
 [ 95.]
 [ 87.]]"
41,Poland,2020-05-12,16244.0,"[[309.]
 [316.]
 [318.]
 [320.]
 [322.]
 [324.]
 [326.]]"
42,Portugal,2020-05-12,27645.0,"[[124.]
 [425.]
 [ 93.]
 [304.]
 [380.]
 [403.]
 [387.]]"
43,Romania,2020-05-12,15381.0,"[[266.]
 [293.]
 [254.]
 [280.]
 [248.]
 [278.]
 [247.]]"
44,Russia,2020-05-12,255706.0,"[[12170.]
 [13193.]
 [14139.]
 [15579.]
 [16921.]
 [18376.]
 [20058.]]"
45,San_Marino,2020-05-12,619.0,"[[1.]
 [2.]
 [2.]
 [5.]
 [7.]
 [9.]
 [8.]]"
46,Serbia,2020-05-12,10948.0,"[[164.]
 [156.]
 [189.]
 [200.]
 [217.]
 [226.]
 [237.]]"
47,Slovakia,2020-05-12,1451.0,"[[3.]
 [3.]
 [5.]
 [4.]
 [5.]
 [7.]
 [8.]]"
48,Slovenia,2020-05-12,1460.0,"[[1.]
 [1.]
 [2.]
 [2.]
 [3.]
 [4.]
 [5.]]"
49,Spain,2020-05-12,222647.0,"[[834.]
 [676.]
 [641.]
 [667.]
 [623.]
 [602.]
 [590.]]"
50,Sweden,2020-05-12,24651.0,"[[165.]
 [326.]
 [228.]
 [297.]
 [308.]
 [301.]
 [302.]]"
51,Switzerland,2020-05-12,30924.0,"[[ 93.]
 [123.]
 [159.]
 [162.]
 [159.]
 [162.]
 [164.]]"
52,Ukraine,2020-05-12,15645.0,"[[153.]
 [775.]
 [351.]
 [355.]
 [570.]
 [496.]
 [611.]]"
53,United_Kingdom,2020-05-12,217936.0,"[[4166.]
 [4022.]
 [3945.]
 [3905.]
 [3831.]
 [3769.]
 [3710.]]"
